,Track,Artist,Genre,Album Title,Album Type,Release Date,Thumbnail,Acousticness,Danceability,Energy,Instrumentalness,Popularity,Speechiness,Track ID,Release Year
9731,Wrath Of The Math,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.218,0.877,0.494,0.0,0.48484848484848486,0.0742,55yMsGkearEqbKhTN9i0mL,1996
9733,Code Of The Streets,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Hard To Earn,album,1994-03-08,https://i.scdn.co/image/ab67616d00004851be9fa0b820bcd93392d4047b,0.0019,0.624,0.804,0.108,0.5656565656565656,0.176,2mLjLAlChZXZpIZfyPF8Le,1994
9734,Peep My Words,Sean Price,"alternative hip hop, hardcore hip hop",Monkey Barz,album,2005-11-22,https://i.scdn.co/image/ab67616d000048519db681a9a02385698ba2c7d1,0.3,0.473,0.778,0.000216,0.40404040404040403,0.391,6U7GlyVN0RTtsy8NdybTDJ,2005
9735,98 Freestyle,Big L,"east coast hip hop, hardcore hip hop, harlem hip hop",The Big Picture,album,2000-06-11,https://i.scdn.co/image/ab67616d0000485135a3131004f9987fe20c7d6f,0.439,0.608,0.59,0.0,0.5858585858585859,0.753,1xh765BZClrRAbTAufs9Kt,2000
9736,Skit #1,GZA,"east coast hip hop, hardcore hip hop",Beneath The Surface,album,1999-06-29,https://i.scdn.co/image/ab67616d000048510bbd489067924342b9c0ae8d,0.17,0.52,0.418,1.14e-05,0.32323232323232326,0.155,66J1GKBy3tJxUIKmhj0Aot,1999
9739,Everyday Struggle - 2005 Remaster,The Notorious B.I.G.,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",Ready to Die (The Remaster),album,1994-09-13,https://i.scdn.co/image/ab67616d00004851db09958534ac66f9a90d3cf7,0.0643,0.913,0.712,0.00176,0.6060606060606061,0.265,3bOvAqhaZNSWpGVIvHEx8B,1994
9740,Black Helicopters,Non Phixion,"east coast hip hop, political hip hop",The Future Is Now,album,2002-01-01,https://i.scdn.co/image/ab67616d00004851d90e721cf3c65dc6a2001f55,0.102,0.618,0.812,0.0,0.47474747474747475,0.148,03KMZi8vZsuPZJSQjSZ28Y,2002
9741,Labels,GZA,"east coast hip hop, hardcore hip hop",Liquid Swords,album,1995-11-07,https://i.scdn.co/image/ab67616d0000485184b6abc19fb31fb382378bbc,0.139,0.804,0.561,0.0,0.46464646464646464,0.355,50yW206ahsPJsFNmKUTFIo,1995
9745,The Frustrated Nigga,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.00463,0.868,0.833,0.0156,0.41414141414141414,0.169,6NBBkLU0VJwNS6K8AHSjWk,1996
9746,"Breaker, Breaker",GZA,"east coast hip hop, hardcore hip hop",Beneath The Surface,album,1999-06-29,https://i.scdn.co/image/ab67616d000048510bbd489067924342b9c0ae8d,0.0336,0.925,0.73,2.77e-06,0.5151515151515151,0.245,6JeNcjFXvc2pjUMgRtuosy,1999
9748,Boomerang,Big Pun,"bronx hip hop, east coast hip hop, hardcore hip hop",Capital Punishment (Explicit Version),album,1998-04-28,https://i.scdn.co/image/ab67616d000048518c7a8e68dc5c20bb72f713f2,0.00338,0.65,0.8,0.0743,0.5555555555555556,0.129,4Ve2HvAmn78JoAlT7Wbqd2,1998
9750,All For Tha Ca$h,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Full Clip: A Decade Of Gang Starr,compilation,1999-07-13,https://i.scdn.co/image/ab67616d00004851adb5dbf4251255a00146d8eb,0.018,0.645,0.627,0.0087,0.5959595959595959,0.2,4TieQqidoHlSxiew6dnGQ9,1999
9751,Gold,GZA,"east coast hip hop, hardcore hip hop",Liquid Swords,album,1995-11-07,https://i.scdn.co/image/ab67616d0000485184b6abc19fb31fb382378bbc,0.0147,0.653,0.773,0.0425,0.48484848484848486,0.14,1UTX5wGyy7IC6HeT5MmAJ1,1995
9752,Mathematics,Mos Def,"conscious hip hop, east coast hip hop, hip hop",Black On Both Sides,album,1999-10-12,https://i.scdn.co/image/ab67616d0000485189b56f56323925d57b38944d,0.0285,0.753,0.749,0.0,0.6262626262626263,0.316,3gRlmtdCyNoKiyozn2pqc9,1999
9756,Outro (GZA/The Genius/Beneath The Surface),GZA,"east coast hip hop, hardcore hip hop",Beneath The Surface,album,1999-06-29,https://i.scdn.co/image/ab67616d000048510bbd489067924342b9c0ae8d,0.0138,0.667,0.783,0.0,0.2828282828282828,0.299,0HRnvAwly657f8L5zmMenK,1999
9757,My World,O.C.,east coast hip hop,Jewelz,album,1997-01-01,https://i.scdn.co/image/ab67616d0000485162544f6a77e0845c7865f684,0.0155,0.54,0.695,0.313,0.42424242424242425,0.34,7eAbyTWoq2XHIDFAslXsjN,1997
9758,On And On,Shyheim,"hardcore hip hop, wu fam",Shyheim A.K.A. The Rugged Child,album,1994-01-01,https://i.scdn.co/image/ab67616d00004851027a01da150d8fda2213ebe2,0.0731,0.846,0.445,0.00939,0.494949494949495,0.273,0WoIwZ0JsFG5vP1CtQjdi3,1994
9760,Onion Head,Sean Price,"alternative hip hop, hardcore hip hop",Monkey Barz,album,2005-11-22,https://i.scdn.co/image/ab67616d000048519db681a9a02385698ba2c7d1,0.106,0.356,0.977,0.0,0.494949494949495,0.63,28sxUGqZmZyT9AO6lDE9Yl,2005
9761,Groundbreaking,GZA,"east coast hip hop, hardcore hip hop",Pro Tools,album,2013-05-14,https://i.scdn.co/image/ab67616d000048512888e1094d5d3be76da7eaf7,0.305,0.722,0.877,9.68e-05,0.26262626262626265,0.143,0wk8SLhhNPcL0kSx9rgs1Q,2013
9763,Respiration,Black Star,"east coast hip hop, hip hop, political hip hop",Mos Def & Talib Kweli Are Black Star,album,1998-09-29,https://i.scdn.co/image/ab67616d00004851e3f907e70bc502a263ee1bc0,0.272,0.54,0.738,0.0,0.5353535353535354,0.446,5mxVKAuunOKqcBfR5ivbRf,1998
9764,Once Again (Here To Kick One For You),Handsome Boy Modeling School,"alternative hip hop, trip hop",So...How's Your Girl?,album,1999-10-19,https://i.scdn.co/image/ab67616d00004851952f4da94c8d41b100570f49,0.0359,0.668,0.738,1.03e-06,0.42424242424242425,0.327,70noJcB30eoUxdZ66Rzq0r,1999
9765,Mental Stamina,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.0375,0.699,0.701,7.78e-05,0.4444444444444444,0.217,6ohH5SFsVRTisNWUphPhCF,1994
9766,Publicity,GZA,"east coast hip hop, hardcore hip hop",Beneath The Surface,album,1999-06-29,https://i.scdn.co/image/ab67616d000048510bbd489067924342b9c0ae8d,0.0456,0.858,0.373,0.0,0.5858585858585859,0.31,5XnAEMfcOXv0tzn3oPb3JS,1999
9767,Bad Name,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",One Of The Best Yet,album,2019-11-01,https://i.scdn.co/image/ab67616d00004851fdd00d9828dbc9d17b8fb73b,0.0419,0.69,0.777,0.0,0.5555555555555556,0.275,544S44LQ1kkDoQLoEkxYNx,2019
9769,Inna City Life,Group Home,east coast hip hop,Livin' Proof,album,1995-01-01,https://i.scdn.co/image/ab67616d0000485150a8b929d44ff747f193dd6d,0.000761,0.568,0.945,0.0,0.36363636363636365,0.34,5q31ZKvDgXaqwwpqEY5DXQ,1995
9770,Channel 10,Capone-N-Noreaga,"east coast hip hop, queens hip hop",The War Report,album,1997-06-17,https://i.scdn.co/image/ab67616d0000485151469bf94ace42d713f94c42,0.0199,0.803,0.785,0.0,0.40404040404040403,0.337,6tQ4wYOqZn6XeKCXGHOehe,1997
9772,The Format,AZ,"alternative hip hop, hardcore hip hop, hip hop",The Format (Special Edition),album,2006-11-07,https://i.scdn.co/image/ab67616d000048514debc8ac47ca47f4659a9bf7,0.158,0.609,0.807,0.0106,0.5252525252525253,0.282,4TvxDMTOkbK2yt7IfHWqZQ,2006
9774,The Message,Nas,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",It Was Written,album,1996-07-02,https://i.scdn.co/image/ab67616d00004851886d823ecbfcbe661a6b0ab9,0.00776,0.614,0.543,3.28e-05,0.6666666666666666,0.374,1AHfovSnGPVYKaahRtA0U6,1996
9775,Sacrifice,Group Home,east coast hip hop,Livin' Proof,album,1995-01-01,https://i.scdn.co/image/ab67616d0000485150a8b929d44ff747f193dd6d,0.000892,0.675,0.658,5.44e-05,0.3838383838383838,0.362,0QojK5A973xoI0dszeuw5d,1995
9776,Fame,GZA,"east coast hip hop, hardcore hip hop",Legend Of The Liquid Sword,album,2002-12-10,https://i.scdn.co/image/ab67616d000048512acd21b17708cb48ae65bee2,0.00216,0.903,0.62,0.0,0.35353535353535354,0.221,0S6lsFEXbSkVy6GecmhGLD,2002
9777,Skills,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",The Ownerz,album,2003-01-01,https://i.scdn.co/image/ab67616d00004851f87b89ad68502dd1e3339ae5,0.0502,0.868,0.696,0.0,0.5252525252525253,0.233,18RzOVoUefUG47NviEiX8A,2003
9778,Da Joint,EPMD,"east coast hip hop, golden age hip hop, hip hop, old school hip hop",Out Of Business (Deluxe Edition),album,1999-01-01,https://i.scdn.co/image/ab67616d000048510072813c4e4c1dbcf7ef7e87,0.318,0.831,0.59,0.0,0.5151515151515151,0.359,4opGTspdCCVK9IG1b4k8yp,1999
9779,Deadly Combination (feat. 2Pac),Big L,"east coast hip hop, hardcore hip hop, harlem hip hop",The Big Picture,album,2000-06-11,https://i.scdn.co/image/ab67616d0000485135a3131004f9987fe20c7d6f,0.0924,0.902,0.513,0.0,0.6565656565656566,0.305,7flXreohxgJdOnh6Kc4bx0,2000
9780,Tha Bullshit,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.0242,0.799,0.522,0.0,0.5353535353535354,0.479,7MstStHOHSYgrRfWtjSqma,1996
9782,Set It Off,Camo & Krooked,"austrian dnb, dancefloor dnb, drum and bass",Set It Off (feat. Jeru The Damaja),single,2019-11-15,https://i.scdn.co/image/ab67616d000048511a64955d5d71834fab24121d,0.0203,0.559,0.884,0.00677,0.47474747474747475,0.421,0E0kfeUYrxB9mlv5vOSKU7,2019
9783,Oddałbym,Peja,polish hip hop,20/20 Evergreen,album,2013-10-26,https://i.scdn.co/image/ab67616d000048511efec5be5cea476b9e74856c,0.103,0.711,0.672,0.028,0.46464646464646464,0.118,25eXZAa3awZeQ8elAgPsAa,2013
9784,Me Or The Papes,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.0314,0.713,0.597,0.0,0.5454545454545454,0.37,1h20yRsf5WeuHbohrlfcCt,1996
9785,Come Clean - E New Y Radio,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.6,0.812,0.778,4.39e-05,0.48484848484848486,0.292,6wbBrsE2H2pupmnfoVSY6w,1994
9786,From A Distance,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",One Of The Best Yet,album,2019-11-01,https://i.scdn.co/image/ab67616d00004851fdd00d9828dbc9d17b8fb73b,0.204,0.418,0.921,0.0,0.41414141414141414,0.413,45vmAEBgbaDLRMzcUOgvVT,2019
9787,How Ill,Jeru The Damaja,"alternative hip hop, east coast hip hop",Still Rising,album,2007-10-16,https://i.scdn.co/image/ab67616d000048516517243f301d4b0236251e13,0.0131,0.732,0.813,0.0,0.40404040404040403,0.428,1JZxpwIcT8Fnrx6YxLeBYH,2007
9789,EL PRESIDENTE,dj honda,"japanese boom bap, japanese underground rap, scratch, turntablism",h Ⅲ (Japan Edition),album,2001-01-17,https://i.scdn.co/image/ab67616d000048511159fff02e4721b90bff97d1,0.0104,0.682,0.934,0.00186,0.42424242424242425,0.303,7iCEytYnuherw0Pn5qONFY,2001
9790,Graffiti,Digable Planets,"afrofuturism, east coast hip hop, hip hop, jazz rap, psychedelic hip hop",Blowout Comb,album,1994-10-10,https://i.scdn.co/image/ab67616d000048512853bfc72a2ce5ddc6ed2f0d,0.168,0.853,0.569,0.622,0.3838383838383838,0.164,0n7e8Qvo7RFZHRzw2tHrDU,1994
9791,Ain't The Devil Happy,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.00119,0.742,0.851,0.00811,0.40404040404040403,0.325,535U4fjkL23afslO5D91nz,1994
9792,One Day,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.0185,0.622,0.522,0.0,0.48484848484848486,0.332,4AeZaDPbZaxoRpPHkrTiCv,1996
9793,Speak Ya Clout,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Hard To Earn,album,1994-03-08,https://i.scdn.co/image/ab67616d00004851be9fa0b820bcd93392d4047b,0.0121,0.544,0.858,0.000274,0.40404040404040403,0.184,2aVQ1EUT7IsYFEWDc5muqR,1994
9794,I'm The Man,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Daily Operation,album,1992-05-05,https://i.scdn.co/image/ab67616d00004851e38d4567dbeb5decf989a84d,0.404,0.794,0.467,0.0,0.3939393939393939,0.34,0lA40BOV8RfhBeyQSCeIqM,1992
9795,Da Bichez,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.00293,0.74,0.552,0.0,0.41414141414141414,0.31,7jM8Kk1CPcX6gyeWZjarBT,1994
9796,Ya Playin' Yaself,Jeru The Damaja,"alternative hip hop, east coast hip hop",Wrath Of The Math,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851202a788ac08af7d168ff8df9,0.00666,0.858,0.767,0.0,0.48484848484848486,0.302,1KFIhbTUmGKUG1wUw5M8Am,1996
9797,The Mourning Son,Chinese Man,"electro swing, hip-hop experimental, nu jazz, rap marseille",Remix with the Sun,album,2012-01-30,https://i.scdn.co/image/ab67616d000048519ba75300121575f2b3c47371,0.277,0.725,0.651,2.25e-06,0.31313131313131315,0.0883,4h2tglXUZfiJwbRb3ZRc0e,2012
9798,Solo Quedar Consuelo,Violadores Del Verso,"boom bap espanol, rap underground espanol, spanish hip hop, venezuelan hip hop",Genios,album,1999-06-11,https://i.scdn.co/image/ab67616d00004851a4a5526faeb23b859c63ee48,0.0381,0.758,0.792,0.0,0.3838383838383838,0.296,0wmreEa9A6EAes4NWNUnn4,1999
9799,You Can't Stop The Prophet,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.327,0.616,0.938,7.5e-05,0.42424242424242425,0.218,45nvQsjtXL6L570JJ1grBi,1994
9801,The Crack,Jeru The Damaja,"alternative hip hop, east coast hip hop",Still Rising,album,2007-10-16,https://i.scdn.co/image/ab67616d000048516517243f301d4b0236251e13,0.341,0.563,0.868,0.000126,0.32323232323232326,0.446,6M9Awo5lW0Oi5xw1xpPNzR,2007
9802,Return of The Crooklyn Dodgers,Crooklyn Dodgers 95',golden age hip hop,90s Underground Hip Hop,compilation,2020-04-15,https://i.scdn.co/image/ab67616d000048516362d8346423f3c6e8dfc71c,0.00381,0.814,0.819,1.29e-06,0.3838383838383838,0.242,7tojsPuAq9a1puP9ApOJnV,2020
9803,D. Original,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Sun Rises In The East,album,1994-05-24,https://i.scdn.co/image/ab67616d00004851019a1f59bba397fcf5b79f28,0.0211,0.812,0.833,1.62e-05,0.36363636363636365,0.172,4p8Qf6AayqI1cwy5k7ZOWP,1994
9804,"1, 2 Pass It",D&D All Stars,golden age hip hop,"Hip-Hop Legacy, Vol. 8",compilation,2015-01-05,https://i.scdn.co/image/ab67616d00004851f19517b08bec133729d896cd,0.0228,0.811,0.665,3.5e-06,0.36363636363636365,0.231,2P0TNriZFgOuNUxRq2pvI5,2015
9805,99.9 Percent,Jeru The Damaja,"alternative hip hop, east coast hip hop",Heroz4hire,album,2021-07-09,https://i.scdn.co/image/ab67616d00004851530f80f7d62eee2a381e145e,0.0674,0.663,0.929,1.32e-06,0.31313131313131315,0.269,2zJUB4HjFkyOStcbLwMTCp,2021
9806,"Me, Not The Paper Remix",Jeru The Damaja,"alternative hip hop, east coast hip hop",90s Underground Hip Hop,compilation,2020-04-15,https://i.scdn.co/image/ab67616d000048516362d8346423f3c6e8dfc71c,0.246,0.651,0.705,0.0,0.2727272727272727,0.253,1Edck7q4hR01MKVkVbEqIk,2020
9807,G.U.R.U.,Group Home,east coast hip hop,Gifted Unlimited Rhymes Universal,album,2010-09-28,https://i.scdn.co/image/ab67616d0000485181c517e4a05a3270f19898d8,0.223,0.824,0.616,0.0,0.2727272727272727,0.247,5qHPqyaFwfbt1lgz0TJRuB,2010
9808,Suicide Or Murder,Bounty Killer,"dancehall, jamaican hip hop, reggae fusion",My Xperience,album,1996-09-17,https://i.scdn.co/image/ab67616d000048518b083464d5ee1952349a2f64,0.202,0.806,0.727,0.0,0.26262626262626265,0.347,2eLOjXSxGkbNehL0DcNOqz,1996
9809,Flip the Mic (feat. Jeru the Damaja) - Regrind 09,Rae & Christian,"downtempo, trip hop",Raiding the Vaults,album,2017-03-12,https://i.scdn.co/image/ab67616d00004851216f1d6f117a445f8198d686,0.0145,0.72,0.739,1.49e-05,0.18181818181818182,0.251,2EraCGaozd1hHVMdX7gWtI,2017
9810,True Skillz,Jeru The Damaja,"alternative hip hop, east coast hip hop",Divine Design,album,2003-09-23,https://i.scdn.co/image/ab67616d00004851a2f6703257b18ce5eedbe680,0.328,0.684,0.84,0.0,0.21212121212121213,0.514,2jOzptXRw7Pr8clJMmLVAb,2003
9811,WIZUN,Jeru The Damaja,"alternative hip hop, east coast hip hop",WIZUN,single,2021-02-12,https://i.scdn.co/image/ab67616d000048511a935a4988ef7d4f3fa45ea2,0.0504,0.744,0.637,0.0,0.1919191919191919,0.426,1UeUJ4BN3251O66KZkhlqA,2021
9812,Point Black,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Hammer,album,2022-12-09,https://i.scdn.co/image/ab67616d00004851b32417f0acd676dd54414b0c,0.217,0.297,0.938,0.000209,0.1919191919191919,0.406,0GNACCxrjZB9IQoVAuSCE2,2022
9813,Harriet Tubman,Jeru The Damaja,"alternative hip hop, east coast hip hop",Harriet Tubman,single,2019-10-21,https://i.scdn.co/image/ab67616d00004851f5d86641c79c65ff341980a6,0.0893,0.65,0.731,9.63e-05,0.1717171717171717,0.329,0bwlIH6nl92IOLjH2gwp4X,2019
9814,You Can't Stop The Prophet Remix,Jeru The Damaja,"alternative hip hop, east coast hip hop",90s Underground Hip Hop 2,compilation,2020-04-15,https://i.scdn.co/image/ab67616d00004851e505c36993a37e7da1852fd6,0.36,0.717,0.895,0.00245,0.23232323232323232,0.336,4bnFCGaRHyS7Y6ZbF4GiYk,2020
9815,Truth Be Told,Jeru The Damaja,"alternative hip hop, east coast hip hop",Truth Be Told,single,2021-07-30,https://i.scdn.co/image/ab67616d000048518e53c66a9a9b7dd33bffd275,0.0259,0.704,0.725,0.0,0.20202020202020202,0.316,5zTtb9guZ4eEq23Hn8E7oX,2021
9816,A.R.M.E.D,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Hammer,album,2022-12-09,https://i.scdn.co/image/ab67616d00004851b32417f0acd676dd54414b0c,0.337,0.65,0.858,0.0,0.18181818181818182,0.396,3Tni6A4IgAJHZsIHBQvYg0,2022
9817,Seinfeld,Jeru The Damaja,"alternative hip hop, east coast hip hop",Heroz4hire,album,2021-07-09,https://i.scdn.co/image/ab67616d00004851530f80f7d62eee2a381e145e,0.0809,0.478,0.678,0.0,0.1717171717171717,0.298,54lkOTjAGLsQu6Z4onABuy,2021
9818,Food For Thought - kane major Remix,Blak Madeen,flick hop,Food For Thought (kane major Remix),single,2023-02-24,https://i.scdn.co/image/ab67616d00004851c793386ba3dac255d86d04d2,0.0347,0.732,0.834,2.5e-05,0.1717171717171717,0.203,3YsppuozWhgLuqSAT9XJsO,2023
9819,Rap Wars,Jeru The Damaja,"alternative hip hop, east coast hip hop",Divine Design,album,2003-09-23,https://i.scdn.co/image/ab67616d00004851a2f6703257b18ce5eedbe680,0.122,0.685,0.854,1.73e-05,0.15151515151515152,0.332,5vTKfqoh6Qi6iqcfT5R3EG,2003
9820,Solar Flares,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Hammer,album,2022-12-09,https://i.scdn.co/image/ab67616d00004851b32417f0acd676dd54414b0c,0.0455,0.571,0.893,3.82e-05,0.18181818181818182,0.177,2Ei4Aj2Dwi12dKYRoIclro,2022
9821,Spontaneous,Jeru The Damaja,"alternative hip hop, east coast hip hop",Spontaneous,single,2021-10-22,https://i.scdn.co/image/ab67616d000048519ff4c8c952dd80da14f83f92,0.101,0.809,0.872,3.87e-05,0.16161616161616163,0.252,0VkMgVzy7jSz6wLsKL4lCr,2021
9822,Da Wave,Jeru The Damaja,"alternative hip hop, east coast hip hop",Da Wave,single,2020-11-30,https://i.scdn.co/image/ab67616d000048518526493991f2d5c712dd221a,0.0804,0.613,0.543,0.0,0.1414141414141414,0.405,3NZGxrQndrZmLJzI0Z4pei,2020
9823,Monopoly,Jeru The Damaja,"alternative hip hop, east coast hip hop",Monopoly,single,2021-09-10,https://i.scdn.co/image/ab67616d00004851f0818096e5cc7ad305d60a15,0.0456,0.425,0.782,4.58e-06,0.16161616161616163,0.317,3K0Pz19oup6jBE8uaMF2Bo,2021
9824,So Raw,Jeru The Damaja,"alternative hip hop, east coast hip hop",The Hammer,album,2022-12-09,https://i.scdn.co/image/ab67616d00004851b32417f0acd676dd54414b0c,0.0641,0.705,0.693,1.2e-05,0.18181818181818182,0.324,1iRQEHHPFa9gJBELhoYd7e,2022
9834,Beware,Big Pun,"bronx hip hop, east coast hip hop, hardcore hip hop",Capital Punishment (Explicit Version),album,1998-04-28,https://i.scdn.co/image/ab67616d000048518c7a8e68dc5c20bb72f713f2,0.309,0.623,0.894,2e-05,0.5959595959595959,0.3,0fpVsdhxofrLCZL1CWETxa,1998
9837,Many Men (Wish Death),50 Cent,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Get Rich Or Die Tryin',album,2003-02-06,https://i.scdn.co/image/ab67616d00004851f7f74100d5cc850e01172cbf,0.0153,0.653,0.826,0.00146,0.7474747474747475,0.354,2I9foKseoFQh07p6sD2voE,2003
9839,How's It Goin' Down,DMX,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",It's Dark And Hell Is Hot,album,1998-05-01,https://i.scdn.co/image/ab67616d0000485111658b970e0518be491871df,0.482,0.912,0.596,0.000369,0.5656565656565656,0.451,5hOrYYtUd96bIOBjuSEArP,1998
9851,Party And Bullshit,jazyxd,speed up turkce,Party And Bullshit,single,1992-05-08,https://i.scdn.co/image/ab67616d000048517befb34c3ee7c2db26ce8414,0.191,0.701,0.848,0.0,0.6666666666666666,0.3,0hSgKDMPSucWMaOOTTuchT,1992
9852,Represent,Nas,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",Illmatic,album,1994-04-19,https://i.scdn.co/image/ab67616d00004851045fc920ecf4f8094888ec26,0.02,0.708,0.832,2.8e-06,0.6666666666666666,0.318,6DPrhGVJ1WTZvM9fKptnGe,1994
9859,Warning - 2005 Remaster,The Notorious B.I.G.,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",Ready to Die (The Remaster),album,1994-09-13,https://i.scdn.co/image/ab67616d00004851db09958534ac66f9a90d3cf7,0.345,0.596,0.791,1.42e-05,0.6565656565656566,0.476,33rsCCLHklTQav9klbpnAi,1994
9865,What They Do,The Roots,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop",Illadelph Halflife,album,1996-09-24,https://i.scdn.co/image/ab67616d000048510d8b1d7869e62f341e528e38,0.341,0.885,0.414,0.000289,0.6161616161616161,0.168,1B53Y95tPd4ah4FExO0egE,1996
9867,Brooklyn Zoo,Ol' Dirty Bastard,"east coast hip hop, hardcore hip hop, hip hop",Return to the 36 Chambers: The Dirty Version,album,1995-01-01,https://i.scdn.co/image/ab67616d00004851942b4029fa54f0b44591a133,0.549,0.704,0.701,0.0,0.6060606060606061,0.46,2FWmKZ3kNbVsKGhuNHsltW,1995
9868,Loungin (Who Do Ya Luv) - Remix,LL COOL J,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",Mr. Smith (Deluxe Edition),album,1995-11-21,https://i.scdn.co/image/ab67616d0000485118a12da5d84a8f12312698ab,0.432,0.817,0.584,0.00609,0.6262626262626263,0.174,0UN5OvKlbg06LnZyVk48ll,1995
9869,"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",Craig Mack,"gangster rap, hardcore hip hop, hip hop",Flava In Ya Ear Remix,single,1994-01-01,https://i.scdn.co/image/ab67616d00004851b569934425d9157696a612d4,0.272,0.52,0.847,0.0,0.5959595959595959,0.427,4JYUDRtPZuVNi7FAnbHyux,1994
9870,Liquid Swords,GZA,"east coast hip hop, hardcore hip hop",Liquid Swords,album,1995-11-07,https://i.scdn.co/image/ab67616d0000485184b6abc19fb31fb382378bbc,0.417,0.798,0.624,1.01e-05,0.5959595959595959,0.391,4dmh3OPtAhbEybhGoOG9TE,1995
9871,You Know My Steez,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop",Moment Of Truth,album,1998-03-31,https://i.scdn.co/image/ab67616d000048513a76edacefe2e7a589222787,0.19,0.695,0.674,0.0,0.5858585858585859,0.364,2C3QwVE5adFCVsCqayhPW7,1998
9872,Crush on You (feat. Lil' Cease) - Remix,Lil' Kim,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",Not Tonight EP,single,1997-06-30,https://i.scdn.co/image/ab67616d0000485191f6cb891257c05f4460ba7f,0.282,0.748,0.693,0.0,0.5858585858585859,0.278,2LP2uDQQ7eLMcUVE4aOpAV,1997
9873,Dipset Anthem,The Diplomats,"hardcore hip hop, harlem hip hop, southern hip hop",Diplomatic Immunity,album,2003-03-25,https://i.scdn.co/image/ab67616d0000485174472f686d1fdec079718789,0.103,0.699,0.696,0.0,0.5757575757575758,0.191,3rvM0obwHthpskrZKQxYLa,2003
9874,MC's Act Like They Don't Know,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",KRS-One,album,1995-10-10,https://i.scdn.co/image/ab67616d00004851d0c36501e3574923c5a4c126,0.0101,0.855,0.798,0.000615,0.5757575757575758,0.237,0snDRsjNRMJhm7SVja8l6J,1995
